Stimulus_Number,file,ActorID,Age,Sex,Race,Ethnicity,audio_path,clean_path,emotion,demo,feature_exists,split
7154,1088_TAI_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TAI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TAI_DIS_XX.wav,DIS,Male__African American,True,train
7155,1088_MTI_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_NEU_XX.wav,NEU,Male__African American,True,train
7156,1088_MTI_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_HAP_XX.wav,HAP,Male__African American,True,train
7157,1088_MTI_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_SAD_XX.wav,SAD,Male__African American,True,train
7158,1088_MTI_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_ANG_XX.wav,ANG,Male__African American,True,train
7159,1088_MTI_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_FEA_XX.wav,FEA,Male__African American,True,train
7160,1088_MTI_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_MTI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_MTI_DIS_XX.wav,DIS,Male__African American,True,train
7161,1088_IWL_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_NEU_XX.wav,NEU,Male__African American,True,train
7162,1088_IWL_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_HAP_XX.wav,HAP,Male__African American,True,train
7163,1088_IWL_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_SAD_XX.wav,SAD,Male__African American,True,train
7164,1088_IWL_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_ANG_XX.wav,ANG,Male__African American,True,train
7165,1088_IWL_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_FEA_XX.wav,FEA,Male__African American,True,train
7166,1088_IWL_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_IWL_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_IWL_DIS_XX.wav,DIS,Male__African American,True,train
7167,1088_ITH_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_NEU_XX.wav,NEU,Male__African American,True,train
7168,1088_ITH_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_HAP_XX.wav,HAP,Male__African American,True,train
7169,1088_ITH_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_SAD_XX.wav,SAD,Male__African American,True,train
7170,1088_ITH_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_ANG_XX.wav,ANG,Male__African American,True,train
7171,1088_ITH_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_FEA_XX.wav,FEA,Male__African American,True,train
7172,1088_ITH_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITH_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITH_DIS_XX.wav,DIS,Male__African American,True,train
7173,1088_DFA_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_NEU_XX.wav,NEU,Male__African American,True,train
7174,1088_DFA_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_HAP_XX.wav,HAP,Male__African American,True,train
7175,1088_DFA_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_SAD_XX.wav,SAD,Male__African American,True,train
7176,1088_DFA_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_ANG_XX.wav,ANG,Male__African American,True,train
7177,1088_DFA_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_FEA_XX.wav,FEA,Male__African American,True,train
7178,1088_DFA_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_DFA_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_DFA_DIS_XX.wav,DIS,Male__African American,True,train
7179,1088_ITS_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_NEU_XX.wav,NEU,Male__African American,True,train
7180,1088_ITS_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_HAP_XX.wav,HAP,Male__African American,True,train
7181,1088_ITS_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_SAD_XX.wav,SAD,Male__African American,True,train
7182,1088_ITS_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_ANG_XX.wav,ANG,Male__African American,True,train
7183,1088_ITS_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_FEA_XX.wav,FEA,Male__African American,True,train
7184,1088_ITS_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_ITS_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_ITS_DIS_XX.wav,DIS,Male__African American,True,train
7185,1088_TSI_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_NEU_XX.wav,NEU,Male__African American,True,train
7186,1088_TSI_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_HAP_XX.wav,HAP,Male__African American,True,train
7187,1088_TSI_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_SAD_XX.wav,SAD,Male__African American,True,train
7188,1088_TSI_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_ANG_XX.wav,ANG,Male__African American,True,train
7189,1088_TSI_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_FEA_XX.wav,FEA,Male__African American,True,train
7190,1088_TSI_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_TSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_TSI_DIS_XX.wav,DIS,Male__African American,True,train
7191,1088_WSI_NEU_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_NEU_XX.wav,NEU,Male__African American,True,train
7192,1088_WSI_HAP_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_HAP_XX.wav,HAP,Male__African American,True,train
7193,1088_WSI_SAD_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_SAD_XX.wav,SAD,Male__African American,True,train
7194,1088_WSI_ANG_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_ANG_XX.wav,ANG,Male__African American,True,train
7195,1088_WSI_FEA_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_FEA_XX.wav,FEA,Male__African American,True,train
7196,1088_WSI_DIS_XX,1088,23,Male,African American,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1088_WSI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1088_WSI_DIS_XX.wav,DIS,Male__African American,True,train
7279,1090_IEO_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_NEU_XX.wav,NEU,Male__Asian,True,train
7280,1090_IEO_HAP_LO,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_HAP_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_HAP_LO.wav,HAP,Male__Asian,True,train
7281,1090_IEO_HAP_MD,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_HAP_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_HAP_MD.wav,HAP,Male__Asian,True,train
7282,1090_IEO_HAP_HI,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_HAP_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_HAP_HI.wav,HAP,Male__Asian,True,train
7283,1090_IEO_SAD_LO,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_SAD_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_SAD_LO.wav,SAD,Male__Asian,True,train
7284,1090_IEO_SAD_MD,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_SAD_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_SAD_MD.wav,SAD,Male__Asian,True,train
7285,1090_IEO_SAD_HI,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_SAD_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_SAD_HI.wav,SAD,Male__Asian,True,train
7286,1090_IEO_ANG_LO,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_ANG_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_ANG_LO.wav,ANG,Male__Asian,True,train
7287,1090_IEO_ANG_MD,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_ANG_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_ANG_MD.wav,ANG,Male__Asian,True,train
7288,1090_IEO_ANG_HI,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_ANG_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_ANG_HI.wav,ANG,Male__Asian,True,train
7289,1090_IEO_FEA_LO,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_FEA_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_FEA_LO.wav,FEA,Male__Asian,True,train
7290,1090_IEO_FEA_MD,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_FEA_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_FEA_MD.wav,FEA,Male__Asian,True,train
7291,1090_IEO_FEA_HI,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_FEA_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_FEA_HI.wav,FEA,Male__Asian,True,train
7292,1090_IEO_DIS_LO,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_DIS_LO.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_DIS_LO.wav,DIS,Male__Asian,True,train
7293,1090_IEO_DIS_MD,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_DIS_MD.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_DIS_MD.wav,DIS,Male__Asian,True,train
7294,1090_IEO_DIS_HI,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IEO_DIS_HI.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IEO_DIS_HI.wav,DIS,Male__Asian,True,train
7295,1090_TIE_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_NEU_XX.wav,NEU,Male__Asian,True,train
7296,1090_TIE_HAP_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_HAP_XX.wav,HAP,Male__Asian,True,train
7297,1090_TIE_SAD_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_SAD_XX.wav,SAD,Male__Asian,True,train
7298,1090_TIE_ANG_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_ANG_XX.wav,ANG,Male__Asian,True,train
7299,1090_TIE_FEA_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_FEA_XX.wav,FEA,Male__Asian,True,train
7300,1090_TIE_DIS_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TIE_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TIE_DIS_XX.wav,DIS,Male__Asian,True,train
7301,1090_IOM_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_NEU_XX.wav,NEU,Male__Asian,True,train
7302,1090_IOM_HAP_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_HAP_XX.wav,HAP,Male__Asian,True,train
7303,1090_IOM_SAD_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_SAD_XX.wav,SAD,Male__Asian,True,train
7304,1090_IOM_ANG_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_ANG_XX.wav,ANG,Male__Asian,True,train
7305,1090_IOM_FEA_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_FEA_XX.wav,FEA,Male__Asian,True,train
7306,1090_IOM_DIS_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IOM_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IOM_DIS_XX.wav,DIS,Male__Asian,True,train
7307,1090_IWW_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_NEU_XX.wav,NEU,Male__Asian,True,train
7308,1090_IWW_HAP_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_HAP_XX.wav,HAP,Male__Asian,True,train
7309,1090_IWW_SAD_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_SAD_XX.wav,SAD,Male__Asian,True,train
7310,1090_IWW_ANG_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_ANG_XX.wav,ANG,Male__Asian,True,train
7311,1090_IWW_FEA_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_FEA_XX.wav,FEA,Male__Asian,True,train
7312,1090_IWW_DIS_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_IWW_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_IWW_DIS_XX.wav,DIS,Male__Asian,True,train
7313,1090_TAI_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_NEU_XX.wav,NEU,Male__Asian,True,train
7314,1090_TAI_HAP_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_HAP_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_HAP_XX.wav,HAP,Male__Asian,True,train
7315,1090_TAI_SAD_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_SAD_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_SAD_XX.wav,SAD,Male__Asian,True,train
7316,1090_TAI_ANG_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_ANG_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_ANG_XX.wav,ANG,Male__Asian,True,train
7317,1090_TAI_FEA_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_FEA_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_FEA_XX.wav,FEA,Male__Asian,True,train
7318,1090_TAI_DIS_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_TAI_DIS_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_TAI_DIS_XX.wav,DIS,Male__Asian,True,train
7319,1090_MTI_NEU_XX,1090,50,Male,Asian,Not Hispanic,/Users/pc/Desktop/CODING/Others/fairvoice/data/raw/CREMA-D/AudioWAV/1090_MTI_NEU_XX.wav,/Users/pc/Desktop/CODING/Others/fairvoice/data/processed/audio_clean/1090_MTI_NEU_XX.wav,NEU,Male__Asian,True,train
